#1 ,"Top Off (feat. JAY Z, Future & Beyonc√©)",Artist: DJ Khaled
#2 ,God's Plan,Artist: Drake
#3 ,The Middle,"Artist: Zedd, Maren Morris & Grey"
#4 ,The Champion (feat. Ludacris),Artist: Carrie Underwood
#5 ,No Excuses,Artist: Meghan Trainor
#6 ,Meant to Be (feat. Florida Georgia Line),Artist: Bebe Rexha
#7 ,Whatever It Takes,Artist: Imagine Dragons
#8 ,Perfect,Artist: Ed Sheeran
#9 ,You Make It Easy,Artist: Jason Aldean
#10 ,Psycho (feat. Ty Dolla $ign),Artist: Post Malone
#11 ,Thunder,Artist: Imagine Dragons
#12 ,Say Something (feat. Chris Stapleton),Artist: Justin Timberlake
#13 ,Havana (feat. Young Thug),Artist: Camila Cabello
#14 ,Pray For Me,"Artist: The Weeknd, Kendrick Lamar"
#15 ,The Hamilton Polka,"Artist: ""Weird Al"" Yankovic"
#16 ,Everyday,Artist: Logic & Marshmello
#17 ,Let You Down,Artist: NF
#18 ,Finesse (Remix) [feat. Cardi B],Artist: Bruno Mars
#19 ,Never Be the Same,Artist: Camila Cabello
#20 ,Heaven,Artist: Kane Brown
#21 ,Wait,Artist: Maroon 5
#22 ,Bulletproof,Artist: Godsmack
#23 ,Marry Me,Artist: Thomas Rhett
#24 ,Ric Flair Drip,Artist: Offset & Metro Boomin
#25 ,Believer,Artist: Imagine Dragons
#26 ,All The Stars,"Artist: Kendrick Lamar, SZA"
#27 ,Wolves,Artist: Selena Gomez & Marshmello
#28 ,God's Plan,Artist: Drake
#29 ,Sad!,Artist: XXXTENTACION
#30 ,I Fall Apart,Artist: Post Malone
#31 ,Most People Are Good,Artist: Luke Bryan
#32 ,Broken Halos,Artist: Chris Stapleton
#33 ,X,Artist: Nicky Jam & J Balvin
#34 ,rockstar (feat. 21 Savage),Artist: Post Malone
#35 ,This Is Me,Artist: Keala Settle & The Greatest Showman Ensemble
#36 ,Five More Minutes,Artist: Scotty McCreery
#37 ,Stir Fry,Artist: Migos
#38 ,Mine,Artist: Bazzi
#39 ,Look Alive (feat. Drake),Artist: BlocBoy JB
#40 ,How Long,Artist: Charlie Puth
#41 ,Zombie,Artist: Bad Wolves
#42 ,I Was Jack (You Were Diane),Artist: Jake Owen
#43 ,Dancer,Artist: Flo Rida
#44 ,Feel It Still,Artist: Portugal. The Man
#45 ,Singles You Up,Artist: Jordan Davis
#46 ,Him & I,Artist: G-Eazy & Halsey
#47 ,Perfect Symphony,Artist: Ed Sheeran & Andrea Bocelli
#48 ,Lemon,Artist: N.E.R.D & Rihanna
#49 ,No Roots,Artist: Alice Merton
#50 ,Bad at Love,Artist: Halsey
#51 ,Changes,Artist: XXXTENTACION
#52 ,New Rules,Artist: Dua Lipa
#53 ,River (feat. Ed Sheeran),Artist: Eminem
#54 ,You Broke Up with Me,Artist: Walker Hayes
#55 ,Young Dumb & Broke,Artist: Khalid
#56 ,Beautiful Trauma,Artist: P!nk
#57 ,Written in the Sand,Artist: Old Dominion
#58 ,Let Me Go (feat. Florida Georgia Line & watt),Artist: Hailee Steinfeld & Alesso
#59 ,Powerglide (feat. Juicy J),"Artist: Rae Sremmurd, Swae Lee & Slim Jxmmi"
#60 ,Tell Me You Love Me,Artist: Demi Lovato
#61 ,Tennessee Whiskey,Artist: Chris Stapleton
#62 ,Up Down (feat. Florida Georgia Line),Artist: Morgan Wallen
#63 ,Tequila,Artist: Dan + Shay
#64 ,Everything's Gonna Be Alright,Artist: David Lee Murphy & Kenny Chesney
#65 ,Good Old Days (feat. Kesha),Artist: Macklemore
#66 ,Shape of You,Artist: Ed Sheeran
#67 ,What Lovers Do (feat. SZA),Artist: Maroon 5
#68 ,Stranger Things,Artist: Joyner Lucas & Chris Brown
#69 ,Boy,Artist: Lee Brice
#70 ,One Number Away,Artist: Luke Combs
#71 ,I Lived It,Artist: Blake Shelton
#72 ,CAN'T STOP THE FEELING!,Artist: Justin Timberlake
#73 ,Break Up in the End,Artist: Cole Swindell
#74 ,LOVE. (FEAT. ZACARI.),Artist: Kendrick Lamar
#75 ,44 More,Artist: Logic
#76 ,Lights Down Low (feat. gnash),Artist: MAX
#77 ,Î∞±ÏºÎ Daydream,Artist: j-hope
#78 ,One Foot,Artist: WALK THE MOON
#79 ,Supermarket Flowers,Artist: Ed Sheeran
#80 ,FRIENDS,Artist: Marshmello & Anne-Marie
#81 ,Bodak Yellow,Artist: Cardi B
#82 ,I Like Me Better,Artist: Lauv
#83 ,"Booty (feat. Chris Brown, Jeezy & Trey Songz) [Remix]",Artist: Blac Youngsta
#84 ,All On Me,Artist: Devin Dawson
#85 ,What About Us,Artist: P!nk
#86 ,What Ifs (feat. Lauren Alaina),Artist: Kane Brown
#87 ,I just need U.,Artist: TobyMac
#88 ,Dura,Artist: Daddy Yankee
#89 ,King's Dead,"Artist: Jay Rock, Kendrick Lamar, Future, James Blake"
#90 ,Solitaire (feat. Migos & Lil Yachty),Artist: Gucci Mane
#91 ,Body Like a Back Road,Artist: Sam Hunt
#92 ,Perfect Duet (with Beyonc√©),Artist: Ed Sheeran
#93 ,MotorSport,"Artist: Migos, Nicki Minaj & Cardi B"
#94 ,Sit Next to Me,Artist: Foster the People
#95 ,Redbone,Artist: Childish Gambino
#96 ,Bartier Cardi (feat. 21 Savage),Artist: Cardi B
#97 ,Sorry Not Sorry,Artist: Demi Lovato
#98 ,End Game (feat. Ed Sheeran & Future),Artist: Taylor Swift
#99 ,Despacito (feat. Justin Bieber) [Remix],Artist: Luis Fonsi & Daddy Yankee
#100 ,24K Magic,Artist: Bruno Mars